date,message,repo
2025-11-25,feat: Integrate AI agent for dynamic chat responses in BuildWithAIPopup via a new AI chat service.,Inforwaves/articom-saas-v2
2025-11-13,refactor: Remove unnecessary debug and error logging in OTP request and verification processes,Inforwaves/dialog-ai-api
2025-11-13,feat: Update SSL configuration to disable unauthorized rejection in database and API services,Inforwaves/dialog-ai-api
2025-11-13,feat: Update authentication handling in chat and marketplace components,Inforwaves/dialog-ai-portal
2025-12-18,"feat(ios): Migrate from CocoaPods to Swift Package Manager

Major Changes:
- Remove CocoaPods dependency management (Podfile, Podfile.lock)
- Integrate Swift Package Manager for iOS plugin dependencies
- Add FlutterGeneratedPluginSwiftPackage to Xcode project
- Configure 'Run Prepare Flutter Framework Script' pre-action in build scheme

iOS Changes:
- Updated project.pbxproj with SPM package references
- Modified Runner.xcscheme to include SPM pre-action script
- Updated Flutter configuration files (Debug.xcconfig, Release.xcconfig)
- Regenerated app icons with Flutter standard naming (Icon-App-*)
- Updated workspace configuration for SPM compatibility

Android Changes:
- Migrated build scripts to Kotlin DSL (.gradle.kts)
- Updated MainActivity to Kotlin package structure
- Modernized Android build configuration

Dependencies:
- Updated pubspec.lock with latest package versions
- All Flutter plugins now resolved via SPM for iOS

This migration enables:
- Native Swift Package Manager support for iOS dependencies
- Faster dependency resolution and builds
- Better Xcode integration
- Elimination of CocoaPods overhead

Refs: Flutter SPM documentation
https://docs.flutter.dev/packages-and-plugins/swift-package-manager/for-app-developers",Inforwaves/employee-tracking-app-mobile
2025-12-16,chore: update gitignore to exclude macOS metadata files,Inforwaves/employee-tracking-app-mobile
2025-10-07,Update minimum SDK version to 24 and bump version to 1.1.3+32,Inforwaves/employee-tracking-app-mobile
2025-10-03,Update Android SDK to 36 for Play Store - Updated compileSdk from 35 to 36 - Updated targetSdk from 35 to 36 - Built release app bundle (43.3MB),Inforwaves/employee-tracking-app-mobile
2025-10-03,"Fix merge conflicts and update dependencies - Updated auth0_flutter to v1.14.0 - Updated Android Gradle and Kotlin versions - Fixed AndroidManifest permissions and service configurations - Added network security config for Auth0 - Added Background service, Boot receiver, and Watchdog receiver Kotlin classes - Fixed code formatting in login_page.dart - Bumped version to 1.1.2+31",Inforwaves/employee-tracking-app-mobile
2025-09-24,"Update Android build configuration: set compileSdk and targetSdk to 35, and add legacy packaging option",Inforwaves/employee-tracking-app-mobile
2025-09-24,Upgrade Java and Gradle versions; update dependencies in pubspec.lock,Inforwaves/employee-tracking-app-mobile
2025-12-19,feat: Initialize iOS dependency management with CocoaPods and Swift Package Manager for Firebase and update build configurations.,Inforwaves/employee-tracking-app-mobile
2025-12-18,chore: Add ignore rules for backup and unused platform directories.,Inforwaves/employee-tracking-app-mobile
2025-10-30,"fix: update compile and target SDK versions, add packaging options",Inforwaves/execution-excellence-frontend
2025-10-30,"chore: update dependencies and SDK version in pubspec.yaml

- Bump SDK version to >=3.0.0 <4.0.0
- Update onesignal_flutter to version 5.3.4
- Update shared_preferences to version 2.3.2
- Update image_picker to version 1.2.0
- Update modal_progress_hud_nsn to version 0.5.1
- Update webview_flutter to version 4.13.0
- Update sqflite to version 2.3.3+1
- Update flutter_pdfview to version 1.4.3
- Update path_provider to version 2.1.5
- Update url_launcher to version 6.3.2",Inforwaves/execution-excellence-frontend
2025-10-30,"chore: update dependencies and versions in pubspec.yaml and pubspec.lock

- Updated `onesignal_flutter` from ^5.0.4 to ^5.3.4
- Updated `shared_preferences` from ^2.0.10 to ^2.2.3
- Updated `image_picker` from ^0.8.4+4 to ^1.0.7
- Updated `modal_progress_hud_nsn` from ^0.2.1 to ^0.5.1
- Updated `webview_flutter` from ^3.0.0 to ^4.13.0
- Updated `path_provider` from ^2.0.1 to ^2.1.5
- Added `syncfusion_flutter_pdfviewer` dependency with version ^20.4.48
- Updated `url_launcher` from ^6.1.5 to ^6.3.2
- Updated `flutter_plugin_android_lifecycle` from transitive to direct main dependency with version 2.0.32
- Updated various transitive dependencies in pubspec.lock",Inforwaves/execution-excellence-frontend
2025-10-30,"Refactor MessageScreen, LeaveScreen, and TaskScreen for improved readability and consistency

- Cleaned up formatting in MessageScreen by adjusting indentation and removing commented-out code.
- Enhanced readability in LeaveScreen by aligning code and improving print statements.
- Streamlined sorting logic in TaskScreen and ensured consistent formatting across multiple sections.
- Removed unnecessary comments and improved the structure of widget trees for better maintainability.",Inforwaves/execution-excellence-frontend
2025-10-30,Refactor date picker imports to avoid naming conflicts and update dependencies in pubspec.yaml and pubspec.lock,Inforwaves/execution-excellence-frontend
2025-10-30,"Update Android Gradle settings and dependencies; bump Flutter SDK and Dart SDK versions

- Refactored `settings.gradle` to use plugin management and include Flutter tools.
- Updated `pubspec.lock` with new package versions and SHA256 checksums.
- Added new dependencies: `leak_tracker`, `leak_tracker_flutter_testing`, and `leak_tracker_testing`.
- Bumped Dart SDK version to `>=3.8.0-0 <4.0.0` and Flutter SDK version to `>=3.18.0-18.0.pre.54`.
- Incremented app version from `1.5.12+22` to `1.5.12+23` in `pubspec.yaml`.",Inforwaves/execution-excellence-frontend
2025-08-11,"Add token storage on OTP verification success

- Save verification token to SharedPreferences on successful OTP verification
- Add debug logging for token save operation
- Ensure SplashScreen can detect logged-in users on app restart
- Complete authentication flow with proper token persistence",Inforwaves/quiz-app
2025-08-11,"Refactor DI and app providers to wire VerifyBloc globally

Register VerifyBloc in app root with GetIt
Ensure verify feature dependencies are resolved in service locator
Keep AuthBloc dedicated to Send OTP",Inforwaves/quiz-app
2025-08-07,"Refactor authentication architecture to implement feature-based CRUD separation.
- Separate OTP verification logic from authentication feature into dedicated authentication-verify feature
- Remove verifyOtp operations from authentication feature (repository, datasource, usecase, bloc)
- Create complete authentication-verify feature with clean architecture layers:
  * Domain: entities, repositories, usecases (verify OTP, resend OTP)
  * Data: models, datasources, repository implementations with proper error handling
  * Presentation: dedicated VerifyBloc with comprehensive state management
- Update authentication-verify page to use new VerifyBloc instead of AuthBloc
- Update service locator (dependency injection) to register new authentication-verify dependencies
- Remove verify_otp_usecase.dart from authentication feature
- Update AuthBloc constructor to remove verifyOtpUseCase parameter
- Implement proper separation of concerns following feature-based CRUD approach
- Each feature now handles its own specific operations:
  * Authentication feature: Send OTP operations only
  * Authentication-verify feature: Verify OTP and resend OTP operations only
- Add comprehensive error handling with NetworkFailure and ServerFailure types
- Maintain clean architecture principles across both features
- Update imports and dependencies to reflect new architecture",Inforwaves/quiz-app
2025-08-07,"Add  repository interfaces for quiz domain

- Create QuizRepository with full CRUD operations and filtering
- Add QuizAttemptRepository for session and progress management
- Implement QuizResultRepository with analytics and leaderboards
- Add PaymentRepository for quiz purchase and payment processing",Inforwaves/quiz-app
2025-08-07,"Add comprehensive quiz domain entities with Clean Architecture

- Create QuizEntity with pricing, statistics, and status management
- Add QuestionEntity supporting multiple question types and validation
- Implement QuizAttemptEntity for session tracking and progress management
- Add UserAnswerEntity for detailed answer analytics and scoring",Inforwaves/quiz-app
2025-08-06,"Refactor authentication verification screen with improved OTP handling

- Add country code display in verification message
- Update OTP input fields with automatic focus
- Add resend OTP functionality with proper event handling
- Fix constructor to properly accept and use country code parameter
- Improve UI layout with responsive OTP input boxes
- Connect verify button to BLoC pattern instead of direct navigation""",Inforwaves/quiz-app
2025-08-06,"Fix authentication page BLoC integration

- Connect Continue button to BLoC instead of direct navigation
- Add BlocBuilder for loading state management
- Fix navigation to use correct AuthVerifyScreen class
- Implement proper error handling with SnackBar messages",Inforwaves/quiz-app
2025-08-06,"Add BLoC pattern and dependency injection for authentication

- Set up service locator with GetIt
- Create AuthBloc with events and states
- Configure Dio HTTP client
- Update main.dart with BLoC providers",Inforwaves/quiz-app
2025-08-06,"Implement data layer for authentication with API integration

- Add UserModel with JSON serialization and entity conversion
- Create AuthRemoteDataSource for OTP send and verify API calls
- Implement AuthRepositoryImpl with comprehensive error handling
- Add DioException mapping to domain failures
- Structure data layer following Clean Architecture principles
- Integrate Dio HTTP client for authentication endpoints",Inforwaves/quiz-app
2025-08-06,"Add Clean Architecture domain layer for authentication feature

- Create user entity with phone number and verification status
- Implement auth repository interface with OTP operations
- Add send OTP and verify OTP use cases with proper error handling
- Set up core infrastructure with failures and base use case classes
- Structure domain layer following Clean Architecture principles
- Prepare foundation for BLoC pattern implementation",Inforwaves/quiz-app
2025-08-06,Update Gradle wrapper and dependencies.,Inforwaves/quiz-app
2025-08-07,env example changed for my local dev,Inforwaves/viral-networks-be
2025-08-05,"Configure backend for safe local development environment

- Add local environment configuration with isolated database settings
- Modify Firebase authentication service to handle missing credentials gracefully
- Update database connection to use localhost instead of production settings
- Add error handling for Firebase initialization in development mode
- Create local development database name to prevent production conflicts
- Configure Docker services for local PostgreSQL, Adminer, and Maildev
- Set up database migrations and seed data for local environment
- Ensure all external services point to localhost for development safety",Inforwaves/viral-networks-be
2026-01-02,fix: Handle unassigned paper grades with `gradeId = 0` in filtering and safely manage null grade/medium/subject relations in paper details.,Inforwaves/viral-networks-be
2026-01-02,feat: allow paper grade filter to match null grade IDs,Inforwaves/viral-networks-be
2025-11-21,feat: Implement mock OTP functionality for app store reviewers and normalize phone number handling,Inforwaves/viral-networks-be
2025-11-18,"Merge pull request #154 from Inforwaves/subStatus

Sub status",Inforwaves/viral-networks-be
2025-11-18,Refactor code structure for improved readability and maintainability,Inforwaves/viral-networks-be
2025-11-18,feat: Add subscription status endpoint and enhance unsubscribe response,Inforwaves/viral-networks-be
2025-10-09,"chore: Update Android build configuration, permissions, and security settings for improved performance and compatibility",Inforwaves/viral-networks-fe
2025-10-09,chore: Update Android SDK versioning in build.gradle and refresh pubspec.lock dependencies,Inforwaves/viral-networks-fe
2025-09-04,refactor: Update email existence check logic in MobileNumberRepoImpl for clarity and future compatibility,Inforwaves/viral-networks-fe
2025-09-04,refactor: Update email existence check logic in MobileNumberRepoImpl for future compatibility,Inforwaves/viral-networks-fe
2025-09-04,refactor: Simplify error handling logic for email existence in MobileNumberRepoImpl and update mock response formatting,Inforwaves/viral-networks-fe
2025-09-04,feat: Enhance email error handling in MobileNumberRepoImpl and improve dialog management in SignUp page,Inforwaves/viral-networks-fe
2025-09-04,"Update lib/features/signup-mobilenumber/data/repository/mobilenumber_repo_impl.dart

Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>",Inforwaves/viral-networks-fe
2025-09-04,"chore: Update compileSdk and targetSdk to 35, and adjust gradle.properties for compatibility",Inforwaves/viral-networks-fe
2025-09-03,refactor: Clean up error handling logic and improve readability in MobileNumberRepoImpl,Inforwaves/viral-networks-fe
2025-09-03,feat: Add email existence error handling and messages for sign-up process,Inforwaves/viral-networks-fe
2025-09-03,"Refactor MobileNumberRepoImpl to handle specific error for existing phone numbers and improve error handling in SignUp page

- Enhanced postMobileNumber method to return specific error for 'phoneAlreadyExists' scenario.
- Updated error handling in SignUp page to display appropriate messages based on mobile number existence.
- Cleaned up code formatting and improved readability across both MobileNumberRepoImpl and SignUp page.",Inforwaves/viral-networks-fe
2025-09-03,chore: Update dependencies and configurations for compatibility with Java 21 and Gradle 8.3,Inforwaves/viral-networks-fe
2025-11-14,Merge branch 'dev' into SignUpFix,Inforwaves/viral-networks-fe
2025-10-27,fix: Update artifact list format in GitHub Actions and set explicit NDK version for consistency,Inforwaves/viral-networks-fe
2025-10-24,fix: Correct minSdkVersion assignment in build.gradle and update kotlin daemon options in gradle.properties,Inforwaves/viral-networks-fe
2025-10-24,chore: Update dependencies and configurations for improved performance and compatibility,Inforwaves/viral-networks-fe
2025-08-07,"Update Android Gradle plugin and dependencies, upgrade Flutter SDK compatibility, and add URL launcher plugin",Inforwaves/viral-networks-fe
2025-11-14,Merge branch 'main' into dev,Inforwaves/viral-networks-fe
2025-11-14,"Merge pull request #82 from Inforwaves/SignUpFix

chore: Update dependencies and configurations for improved performanc…",Inforwaves/viral-networks-fe
2025-11-14,fix: clean up unused imports and debug print statements in subscription repository,Inforwaves/viral-networks-fe
2025-11-14,"Refactor API response handling and update models for IdeaMart OTP verification

- Simplified response mapping in ProfileEditApiService and ProfilePicUploadApiService by directly assigning the fetched data.
- Updated SubMobileNumberIdeaMartApiService to use the new IdeaMartOtpResponseModel for handling OTP responses.
- Enhanced error handling in SubMobileNumberRepoImpl to provide more detailed feedback based on API responses.
- Added new models for IdeaMart OTP verification and response to improve data structure and clarity.
- Cleaned up code formatting and improved readability across multiple files.",Inforwaves/viral-networks-fe
2025-11-14,"feat: integrate IdeaMart API for non-Mobitel operator subscriptions

- Add IdeaMart endpoints (/api/ideamart/subscribe, /api/ideamart/submitPin)
- Create IdeaMart remote data sources and register in DI
- Route non-Mobitel numbers (077, 076, 074, etc.) to IdeaMart API
- Update UI to handle IdeaMart responses with platform=""ideamart""
- Simplify operator routing logic (Mobitel vs non-Mobitel)

BREAKING CHANGE: Non-Mobitel subscriptions now use IdeaMart instead of IdeaBiz",Inforwaves/viral-networks-fe
2025-10-27,chore: Update version to 1.0.9+23 and downgrade flutter_uxcam dependency to 2.5.8,Inforwaves/viral-networks-fe
2025-10-27,chore: Update dependencies and Gradle configurations for improved compatibility,Inforwaves/viral-networks-fe
2025-11-21,fix: increment version to 1.0.11+26 in pubspec.yaml,Inforwaves/viral-networks-fe
2025-11-21,fix: streamline method signatures in API services for improved readability,Inforwaves/viral-networks-fe
2025-11-21,fix: update API response types to use dynamic for flexibility in profile-related services,Inforwaves/viral-networks-fe
2025-11-21,fix: update data mapping in API services for better JSON handling,Inforwaves/viral-networks-fe
2025-11-20,fix: update dependencies and SSL handling for Dio; increment version to 1.0.10+25,Inforwaves/viral-networks-fe
2025-11-14,Merge branch 'main' into ideamart,Inforwaves/viral-networks-fe
2025-11-14,"Merge pull request #84 from Inforwaves/dev

Dev",Inforwaves/viral-networks-fe
2025-11-14,fix: update version number to 1.0.8+23 in pubspec.yaml,Inforwaves/viral-networks-fe
2025-11-21,fix: downgrade flutter_uxcam dependency to version 2.5.8,Inforwaves/viral-networks-fe
2025-11-21,"Merge pull request #86 from Inforwaves/ideamart

Ideamart",Inforwaves/viral-networks-fe
2025-11-14,fix: add core library desugaring dependency to build.gradle,Inforwaves/viral-networks-fe
2025-11-14,"Merge pull request #85 from Inforwaves/ideamart

fix: update version number to 1.0.8+23 in pubspec.yaml",Inforwaves/viral-networks-fe
2025-09-02,refactor: Improve code formatting and error handling for mobile number submission,Inforwaves/viral-networks-fe
2025-09-02,feat: Enhance phone number handling with specific error messages for existing numbers.,Inforwaves/viral-networks-fe
2025-09-02,chore: Update dependencies and Gradle configurations,Inforwaves/viral-networks-fe
2026-01-13, bump version,Inforwaves/xamit-app-frontend
2026-01-12,"feat: implement limited credit trial flow
- Remove credits navigation tab and credits page from layout
- Restore ""Required Credits"" display and validation in PaperDetailPage
- Fix async purchase flow to consume credits before quiz start
- Add ""Credits will be reset in every Monday"" message for insufficient credits
- Restore credit balance display in HomeBannerWidget
- Cleanup unused code in CreditsAndroidPage",Inforwaves/xamit-app-frontend
2026-01-09,"fix(android): resolve 'Ash Screen' and 'Stuck Spinner' in Credits page

- Implemented ValueNotifier for 'Purchase Points' dropdown to ensure reactive UI updates (fixes stuck spinner).
- Added robust null checks for transaction lists to prevent background page crashes.
- Hardened RegExp matching and list lookups with safe fallbacks to handle malformed product data.
- Removed unused imports.
- Verified against build 1.2.12+45.",Inforwaves/xamit-app-frontend
2026-01-09,"feat: implement separate Android credits page with RevenueCat

- Add CreditsAndroidPage for Android specific credit purchase flow

- Update Layout to conditionally render credits page based on platform

- Bump app version to 1.2.12+45

- Remove duplicate comments in main.dart",Inforwaves/xamit-app-frontend
2026-01-06,feat: centralize error message handling with a new utility and enhance the credits view's error display.,Inforwaves/xamit-app-frontend
2026-01-06,"refactor: Reimplement credits page with new state management, payment gateway assets, and dependency updates.",Inforwaves/xamit-app-frontend
2026-01-06,chore: increment build number,Inforwaves/xamit-app-frontend
2026-01-06,fix: Add request timeouts to API calls and mounted checks before setState calls.,Inforwaves/xamit-app-frontend
2026-01-06,"fix: Add RevenueCat ProGuard rules, remove duplicate payment config fetch, and enhance transaction fetching with robust error handling and state management.",Inforwaves/xamit-app-frontend
2026-01-06,"build: Refactor OneSignal Info.plist handling, add `ITSAppUsesNonExemptEncryption` to main Info.plist, include development export options, and increment app version.",Inforwaves/xamit-app-frontend
2026-01-05,deps: remove unused iOS plugins and update RevenueCat SDK dependencies.,Inforwaves/xamit-app-frontend
2026-01-05,feat: display a message when no payment methods are available and remove a redundant SizedBox.,Inforwaves/xamit-app-frontend
2026-01-02,feat: Enhance credits view to display package availability warnings and refine package selection logic.,Inforwaves/xamit-app-frontend
2026-01-02,feat: Add RevenueCat test store configuration and update app version.,Inforwaves/xamit-app-frontend
2025-12-31,"chore: Bump app version, update default API base URL, and set RevenueCat log level to error.",Inforwaves/xamit-app-frontend
